countrykey,africa,lat_abst,avexpr,logpgp95,other,asia,loghjypl,baseco,rich4,logem4,catho80,muslim80,no_cpm80,f_brit,f_french,sjlofr,avelf,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,drywint,edes1975,landlock,goldm,iron,silv,zinc,oilres,malfal94,yellow,leb95,imr95,meantemp,lt100km,latabs,euro1900,democ1,cons1,indtime,democ00a,cons00a,marketref,dem,demcgv,dembmr,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,mortality,imputedmort,excolony,currentinst,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd15001,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,europe,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,airdist,brit,buddha,civ72,confuc,dens60,dens65c,dens65i,dpop6090,east,ecorg,engfrac,fertldc1,gde1,gdpch60l,geerec1,ggcfd3,govnom1,govsh61,gvr61,h60,herf00,hindu00,iprice1,laam,life060,lt100cr,malfal66,mining,newstate,oil,opendec1,orth00,othfrac,p60,pi6090,pop1560,pop60,pop6560,priexp70,prights,rerd,revcoup,scout,size60,socialist,spain,sqpi6090,tot1dec1,totind,troppop,wartime,wartorn,yrsopen,ztropics
NGA,1,.11111111,5.5454545,6.8134446,0,0,-3.0365543,1,0,7.6029005,12.1,45,27.099998,1,0,0,.856709,28,34,40,16,21,81,87,65,80,1,0,0,0,1,0,0,0,0,0,0,0,168000,.94999999,1,50.080002,81.099998,26.65065,.097769,.111111,0,8,7,35,0,1,2.3809524,0,0,0,.60000002,,,,1,473.06,498.793,519.23901,,-7,-7,2004,2004,1,131,1,263.52917,.41999999,.74817878,.74645352,.74072319,.73782486,1.1814605,2.7567413,4.3320217,4.3320217,1076038.8,2510757.3,3945475.5,1,0,26.817709,.35510498,.21382891,.76132381,97.74968,.26547,910770,10,8,281974.38,.07988245,7.9010072,7.9137039,0,0,0,15.8,12.1,45,27.1,55982142,206139587,1691.3694,2273.2185,,29.398861,94686486528,468600335245.226,36.190952,.0059306808,.026413221,7.4332938,17.840544,4770,1,0,.5,0,21.5287,132.97951,44.82621,.03122711,0,4,0,1.9312315,.0060000001,6.3403592,.0136,.02,.059999999,.13,.1094,0,.60150999,0,121.57,0,39.700001,.13,1,.20999999,2,1,.25049999,0,.0020000001,.36000001,12.529508,.45429999,42305,.0230706,.98799998,4.8899999,277,.51999998,1,16.993019,0,0,156.98856,.12321437,.19310345,.75520003,.12,1,0,.78997642
NIC,0,.14444445,5.2272725,7.544332,0,0,-2.0714734,1,0,5.0955892,94.699997,0,.90000296,0,0,1,.099179566,27,31,34,20,23,80,92,44,70,0,0,0,0,0,0,20,0,0,0,0,0,0,.044,1,67.860001,43.400002,26.633329,.63268602,.144445,20,1,1,157,1,1,30.959045,0,0,0,.071428575,34.599998,7.1999998,4.4000001,1,83.9011,84.219498,1145.99,18.594213,-8,-8,163.3,163.3,1,119,.1,247.21053,.52999997,.61832947,.68455058,.62468785,.67636883,.58738303,1.1747661,1.5663548,1.5663548,71308.297,142616.59,190155.47,0,1,25.475386,.24907111,.26483649,.7079345,201.41998,.26715001,121400,13,-85,19169.061,.16039939,8.0063677,8.5342493,0,0,1,4.4000001,94.699997,0,.89999998,2406523,6624554,2162.7444,1721.8182,18.594213,19.177387,5204694528,11406278011.4822,22.350578,-.0045495625,.020458465,7.6791334,14.693693,3440,0,0,.66666669,0,81.312798,17.219601,9.7640095,.03169357,0,3,.0099999998,1.9307965,.017999999,7.3815017,.0165,,.093999997,.083999999,.0495,.0099999998,.94530398,0,54.009998,1,47.299999,.63,.0052800002,.039999999,0,0,.60750002,0,.64600003,.66000003,43.73217,.4797,1493,.023442701,.83899999,5.1100001,103,.2,0,14.690044,1,1,1912.5026,-.017062545,.40000001,.3087,.23999999,1,.33000001,.3303121
NZL,0,.45555556,9.727273,9.7561474,1,0,-.33267942,1,1,2.1459312,18.700001,0,43.399998,1,0,0,.14756992,15,19,31,-2,5,73,81,67,78,0,0,0,0,0,0,91.699997,0,0,0,0,0,48300,0,0,76.900002,6.8000002,12.8,.95948797,.45555601,93,10,7,138,10,7,18.311428,1,1,1,.95454544,32.184074,55.048065,11.893906,0,39.581001,39.504002,9407.0898,,10,10,8.5500002,8.5500002,,3,0,120.70428,.31,.62694323,.71000844,,,,,.37314826,.37314826,,,99895.523,1,0,11.053463,.34395441,.4125177,0,138.89967,.48835999,267710,41,174,14991.76,.27984992,6.6846118,8.5336142,0,1,0,37.900002,18.700001,0,43.400002,2810700,5084300,,37922.238,,,,192808040438.974,23.633202,,.011925018,,14.848944,9280,1,0,1,0,112.9806,10.12706,2.210206,.01187142,0,5,.89999998,1.1489885,.018999999,8.9821844,.025599999,.07,.14,.14,.090400003,.13,.72419399,0,68.529999,0,71,.95999998,0,.0099999998,0,0,.47350001,0,0,1,8.5328951,.32879999,2372,.086424999,.88999999,1,101,0,0,16.753674,0,0,72.810287,-.042344622,.3862069,0,0,0,.2,0
PAK,0,.33333334,6.0454545,7.3524413,0,1,-2.0557249,1,0,3.6106477,.5,96.800003,1.899997,1,0,0,.62155986,22,24,48,-4,17,19,54,19,54,1,1,0,0,0,0,0,0,0,0,0,0,3220,.53757,1,63.950001,74.099998,23.5,.094195999,.33333299,0,1,1,48,0,1,3.5714288,0,0,0,0,7.9508243,7.942482,1.1666559,0,637.72498,644.27002,1714.63,15.793001,-88,0,36.990002,36.990002,,107,.49461049,218.7124,.059999999,.72586536,.72560614,.72365582,.7232812,8.7759151,19.874866,25.811514,25.811514,6765177.5,15321137,19897580,1,0,21.092703,.88197094,1.2387791,0,25.414837,.79443002,770880,30,70,212994.14,.2237018,9.1049795,9.1005259,0,0,0,.80000001,.5,96.800003,1.9,58142062,220892331,469.43771,1168.343,15.792339,15.406513,27294076928,258078002937.573,17.246399,.018403416,.027055243,6.1515355,17.878401,5950,1,0,.33333334,0,15.4315,67.623947,74.806107,.03055639,0,3,0,1.9603764,.026000001,6.4583383,.0154,.07,.15000001,.18000001,.13959999,.0099999998,.70297599,.17,56.400002,0,43.299999,.090000004,.42897001,.0099999998,2,0,.2445,0,0,.30000001,7.2364526,.4366,49955,.041577399,.428,4.9400001,77,.31999999,0,17.277216,0,0,52.366245,-.0022989591,.20689656,0,.079999998,1,0,.036750499
PAN,0,.1,5.909091,8.8363743,0,0,-1.5005835,1,0,5.0955892,85,4.5,5.3000002,0,0,1,.19083333,27,34,36,17,21,81,91,78,92,0,0,0,0,0,0,20,0,0,0,0,0,0,.08004,1,73.599998,21.4,27.5,1,.1,20,0,3,92,0,1,0,0,0,0,1,53.5,17.4,4.1999998,1,20.4568,20.490801,638.59302,,-7,-7,163.3,163.3,1,61,.0309956,247.03604,.47,.61319381,.68795234,.61295915,.67783689,.58738303,1.1747661,1.5663548,1.5663548,43718.918,87437.836,116583.78,0,1,25.521591,.23283736,.27756688,1,210.73322,.13446,74430,9,-80,5403.6182,.28598613,7.7832241,8.5139627,0,0,1,5.1999998,85,4.5,5.3000002,1519286,4314768,3434.7261,9611.2852,34.434376,,5218331136,41470466792.0689,31.964689,.020793244,.02109549,8.1416922,14.233751,3590,0,0,.16666667,0,64.834503,17.50638,0,.024990899,0,3,.14,1.6572752,.0049999999,7.3620105,.036499999,.079999998,.14,.22,.1825,.050000001,.76684999,0,87.230003,1,60.900002,1,.24563999,0,0,0,.80650002,0,.69499999,.95999998,3.281064,.43489999,1148,.040069699,.96399999,5.7199998,129,.16,0,14.407787,0,1,10.765382,-.028030194,.47586206,0,0,0,.28,.45962331
PER,0,.11111111,5.7727275,8.3961544,0,0,-1.4396951,1,0,4.2626801,95.099998,0,2.2000015,0,0,1,.43159091,22,26,34,9,16,92,95,64,80,0,1,0,0,0,0,30.000002,0,0,0,9,5,16600,.00050000002,0,68.32,45,20.5,.173208,.111111,30.000002,1,1,174,4,3,17.017559,0,0,0,.071428575,47.099998,13.4,4.5,1,254.983,368.04901,679.18298,15.5,-7,-7,71,71,,43,.029736999,287.49741,.25999999,.5968042,.64335716,.58771622,.63140315,.5859375,1.171875,1.5625,1.5625,750000,1500000,2000000,0,1,19.876368,1.2584555,1.553278,.45914569,127.36689,.65394002,1280000,10,-76,36992,.36024526,8.3663702,8.5303173,0,0,1,2.7,95.099998,0,2.2,13459789,32971846,3352.0349,5685.3706,17.131313,17.820742,45117681664,187457171746.57,25.090277,.010622599,.018080456,8.1173229,16.415216,5940,0,0,.33333334,0,128.8893,28.767891,4.8086782,.026207309,0,3,0,1.8092719,.027000001,7.6103578,.024499999,.039999999,.12,.15000001,.093500003,.039999999,.897726,0,61,1,48,.23999999,.0025500001,.02,0,0,.32550001,0,.56400001,.82999998,60.61483,.4332,9931,.034336898,.98500001,3.78,83,.28,0,16.813774,0,1,3674.1577,.0022472809,.45517242,.50319999,.039999999,1,.49000001,.4591777
PRY,0,.25555557,6.9545455,8.2079468,0,0,-1.7719568,1,0,4.3579903,96,0,2.0999999,0,0,1,.41111112,22,37,43,-2,12,73,89,48,62,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,69.610001,39.200001,23,0,.25555599,25,0,1,184,1,2,16.111115,0,0,0,.071428575,68,10.5,2,.57002228,171.161,961.76599,171.161,14.727553,-8,-8,78.099998,78.099998,,103,.0001715,215.40868,.51999998,.57933992,.65879625,.56857991,.64472961,,.25169897,.50339794,.50339794,,100000,200000,0,1,23.497328,.17392243,.091198966,.2626645,96.252495,.29181999,397300,23,-57.996387,28486.41,.031355869,8.2940493,8.6497965,0,0,1,1.9,96,0,2.0999999,2474757,7132530,1726.8992,5162.959,14.727513,19.189741,4273655808,36824961033.3881,20.439253,.022145296,.02139616,7.4540825,14.721653,7580,0,0,.16666667,0,223.9572,0,5.1623459,.02977306,0,3,0,1.7939237,.017000001,7.070724,.0138,.0099999998,.090000004,.15000001,.1182,.02,.93431199,0,92.599998,1,63.900002,.31999999,.034000002,0,0,0,.29949999,0,.035999998,.98000002,11.725718,.46059999,1774,.0326945,.91100001,4.9400001,141,.079999998,0,14.551716,0,1,137.49246,-.028768204,.23448277,.5,0,0,.13,.15022311
SDN,1,.16666667,4,7.3065314,0,0,-2.7030625,1,0,4.4796071,4.4000001,73,22.5,1,0,0,.51218003,29,40,48,5,19,18,67,10,41,0,1,0,0,1,0,0,0,0,0,0,0,10900,.93099999,1,54.970001,70.900002,28.5,.023229999,.166667,0,8,7,41,0,1,,0,0,0,.032258064,13.337848,1.5597409,.5777595,1,962.16602,1004.52,1260.65,,-88,-2,88.199997,88.199997,,143,.98024029,280.0155,.22,.76682007,.76517206,.77313924,.77036053,.84175086,1.2626263,1.6835017,1.6835017,2000000,3000000,4000000,1,0,26.799198,.54336077,.21885361,.2189206,37.28664,.66939002,2376000,15,30,162280.8,.064010367,8.5171928,8.4907675,0,0,0,.1,4.4000001,73,22.5,10281695,43849269,794.90851,1939.9331,,5.7865353,10950425600,85064646217.9212,16.994297,.018003784,.029432684,6.6782269,16.145876,4730,1,0,.16666667,0,212.80791,4.7657919,5.2119641,.027518209,0,4,0,1.8991179,.018999999,6.5498948,.0176,0,,,.2687,0,.52880001,0,,0,38.799999,0,.88999999,0,2,0,.32300001,0,.51999998,.25,17.364351,.4425,11165,.0294671,.99900001,5.3899999,163,.68000001,0,15.870434,0,0,301.52072,.025131442,.08275862,.97960001,.079999998,1,.15000001,.3102262
SEN,1,.15555556,6,7.4024515,0,0,-2.6310892,1,0,5.1038828,5.5999999,91,3.3000002,0,1,1,.7788682,28,35,43,12,21,70,88,45,74,0,1,0,0,1,0,0,0,0,0,0,0,0,.94999999,1,52.32,63.200001,27.200001,.244762,.15555599,0,3,3,35,0,1,42.857143,0,0,0,.032258064,40.729053,1.6512977,.49840727,1,107.65,236.72701,114.307,13.992467,-7,-7,164.66,164.66,1,166,1,259.73373,.28,.72803468,.72816741,.70695865,.70729315,1.1814605,2.7567413,4.3320217,4.3320217,227466.59,530755.38,834044.13,0,1,28.035494,.06367182,.082750089,.27277029,61.812756,.41604999,192530,14,-14,23546.418,.02695482,8.0063677,8.0378666,0,0,0,.1,5.5999999,91,3.3,4257508,16743930,1207.3202,1500.2389,9.543292,32.26347,5140175360,25119895534.6999,17.596348,.0043538739,.027765509,7.0961585,15.264194,4757,0,0,.16666667,0,60.410999,47.150051,9.6564074,.027801819,0,4,0,1.8670216,.011,6.9536843,.0187,.02,.20999999,.28,.2543,0,.569848,0,100.48,0,39.599998,.58999997,1,0,2,0,.59299999,0,.001,.27000001,5.9094343,.42660001,3187,.030122399,.81099999,4.3299999,146,.039999999,0,15.020519,0,0,34.921417,.035020247,.23448277,.4321,0,0,0,.84860408
SGP,0,.013555556,9.318182,10.146434,0,1,-.50087529,1,0,2.8735647,4.6999998,17.4,75.300003,1,0,0,.3215287,28,33,36,19,21,76,82,70,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.099998,4.9000001,27.1,1,.013556,4,8,7,36,0,1,,,,,,,,,,,,,,,,17.700001,17.700001,,1,0,265.11182,,.68809599,.69828105,,,.30374825,.6074965,1.214993,1.214993,203.51132,407.02264,814.04529,1,0,26.862743,.03314165,,,206.82697,,670,1.3666667,103.8,9.9829998,.042525001,8.4118328,9.0103636,0,0,0,2.5999999,4.6999998,17.4,75.300003,2074507,5685807,6786.9355,56349.031,38.176315,22.619299,14079545344,320389705940.647,31.056953,.043240059,.020369677,8.8227549,14.545234,5300,1,.46000001,.33333334,.15000001,.37329999,3081.967,0,.016857371,1,4,.090000004,1.2325603,.003,7.4133673,.033399999,.050000001,.12,.079999998,.0436,.059999999,.328758,.075000003,86.980003,0,63.700001,1,0,0,2,0,2.461,0,.713,1,3.4254396,.43220001,1634,.020807801,.69499999,4.5,87,0,1,14.812154,0,0,11.733637,.019400001,.14482759,0,0,0,1,1
SLE,1,.092222221,5.818182,6.253829,0,0,-2.748872,1,0,6.1800165,2.2,39.400002,53.599998,1,0,0,.81295663,25,31,33,13,20,73,83,70,79,1,0,0,0,0,0,0,0,0,0,0,0,0,.94999999,1,37.240002,170,26.200001,.46618599,.092221998,0,,,,,,0,0,0,0,.60000002,3.9826319,2.3651395,.2849077,1,127.327,131.097,226.005,,1,1,483,483,1,140,1,251.26547,.34999999,.73122299,.73274022,.71083665,.71311218,1.1814605,2.7567413,4.3320217,4.3320217,84616.203,197437.81,310259.41,1,0,25.884388,.2140433,.16666679,1,228.35106,.25472999,71620,8.5,-11.5,4898.8081,.088555962,8.0864105,8.0718136,0,0,0,4.8000002,2.2,39.400002,53.599998,2744890,7976985,476.55719,468.49344,,9.5933752,1308097152,3737165032.24729,12.384686,-.00034125554,.021565638,6.1665878,14.825252,5080,1,0,.33333334,0,31.9589,41.31525,27.45249,.02026958,0,5,0,1.8631495,.0070000002,,.0244,0,,,.2333,0,.74279797,0,,0,31.5,.49000001,1,.059999999,2,0,.625,0,0,.23,22.146437,.40180001,2241,.0307898,.37400001,5.2199998,201,.38,1,,0,0,490.46463,-.014165051,.22758621,.49779999,0,0,0,.81352812
SLV,0,.15000001,5,7.9480319,0,0,-1.8515095,1,0,4.3579903,96.199997,0,1.400003,0,0,1,.051428571,9,20,42,-25,8,71,85,46,76,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,69.129997,32,23.571011,1,.15000001,20,,3,157,,3,10.714286,0,0,0,.071428575,37.900002,6,1.9,1,44.295898,44.674999,1567.77,13.247184,0,0,78.099998,78.099998,,113,0,273.65048,.88,.62063915,.67314523,.63006473,.66926605,.58738303,1.1747661,1.5663548,1.5663548,12170.576,24341.152,32454.871,0,1,24.443773,.54410475,.2323567,.98046398,137.32083,.04631,20720,13.833333,-88.916664,6400.4077,.32802099,8.0063677,8.5369959,0,0,1,2.4000001,96.199997,0,1.4,3673066,6486201,2554.1843,3279.4966,13.247184,17.906206,9381688320,21271473583.3084,16.76111,.0050116559,.011437924,7.8454881,15.116537,3350,0,0,.66666669,0,8.0622997,145.07719,0,.022344351,0,3,0,1.8484548,.012,7.2633295,.022399999,.0099999998,.12,.17,.1346,.0099999998,.96079999,0,87.739998,1,50.799999,1,.00194,0,0,0,.56699997,0,.92299998,.80000001,9.4029417,.45100001,2570,.0256809,.713,3.28,132,.56,0,15.114991,0,1,88.415314,-.010536052,.04137931,.012,.36000001,1,.40000001,.047239602
TGO,1,.088888891,6.909091,7.2225661,0,0,-3.2188759,1,0,6.5042882,29.299999,17,47.599998,0,1,1,.72848684,27,32,38,15,21,95,97,61,77,1,0,0,0,1,0,0,0,0,0,0,0,0,.94999999,1,48.84,83.900002,26.799999,.16768999,.088889003,0,0,3,35,0,1,0,0,0,0,.032258064,9.1000004,.89999998,.1,1,261.366,261.86499,674.55298,15.09973,-7,-7,668,668,,156,1,260.17865,.63,.74302006,.74254107,.72992861,.72935808,1.1814605,2.7567413,4.3320217,4.3320217,64259.637,149939.16,235618.66,0,1,27.450003,.23146287,.1206627,.68525398,94.52829,.08862,54390,8,1.166667,25100.986,.064120717,8.0391569,8.056078,0,0,0,6.0999999,29.299999,17,47.599998,2115522,8278737,621.80627,692.50653,15.09973,23.61261,1315444864,5733079524.08335,19.932318,.0021561033,.027663497,6.4326286,14.564812,5120,0,0,.33333334,0,35.924702,74.315857,20.967621,.02799285,0,1,0,1.8718022,.0080000004,5.9053617,.019300001,.07,.28999999,.25999999,.2297,0,.907938,0,86.5,0,39.5,.16,1,.090000004,2,0,.79049999,0,0,.44,4.5952477,.4253,1514,.035667099,.94400001,6.6700001,141,.16,1,13.227872,0,0,21.116304,.069314711,.13103448,.5758,0,0,0,.94853878
TTO,0,.12222222,7.4545455,8.7687302,0,0,-.69715524,1,0,4.4426513,35.799999,6.5,44.5,1,0,0,.23126984,26,35,38,11,16,83,89,61,76,0,0,0,0,0,0,40,0,0,0,0,0,442000,0,1,73.800003,14.5,25.9,1,.122222,40,8,7,33,0,1,16.666666,1,1,1,.875,73.199997,14,1.2,1,7.9523101,7.79704,75.749298,25.8563,8,8,85,85,1,69,0,259.69073,0,.60609287,.7325545,,,.44332135,.88664275,1.329964,1.329964,2274.2385,4548.4775,6822.7153,1,0,26.044167,.11465,.02054538,1,153.07729,,5130,11,-61,750.00598,.3073,7.6009026,8.6575956,0,0,1,13.2,35.799999,6.5,44.5,945357,1399491,5726.7363,13707.616,,,5413810176,19183685986.9933,,.017609365,.0078768861,8.6529007,13.759318,3600,1,0,.66666669,0,6.0854001,174.65891,0,.01398711,0,3,.93000001,1.3169442,.0040000002,8.6353321,.020400001,.07,.12,.050000001,.023599999,.0099999998,.31638801,.252,83.470001,1,63.900002,1,0,.16,2,0,.87099999,0,.035999998,.88,8.5675983,.4305,843,.039145902,.86900002,1.5599999,96,.050000001,0,15.372298,0,0,73.40374,.0090971887,.08275862,0,0,0,0,0
TUN,1,.37777779,6.4545455,8.4826021,0,0,-1.5278579,1,0,4.1431346,.1,99.400002,.49999848,0,1,1,.070252195,24,25,48,-1,11,72,86,40,64,1,0,0,0,0,0,0,0,0,0,0,0,198000,0,0,69.5,30.299999,19.6,.479655,.37777799,3,0,1,36,0,1,4.7619047,0,0,0,0,8.3108425,4.6041298,.95192951,0,108.772,108.762,1191.08,21.148756,-8,-8,63,,,50,0,171.08812,.18000001,.74246258,.74246258,.73862994,.73862994,5.1493306,6.4366632,5.1493306,5.1493306,800000,1000000,800000,0,1,19.403837,.22150274,.21638541,0,25.270691,.73554999,155360,34,9,28632.848,.090522252,8.4118328,8.4118328,0,0,0,0,.1,99.400002,.5,5063805,11818618,1253.3838,3983.9429,21.148756,,6346891264,47084697907.185,25.270065,.023398038,.017095644,7.1336021,15.437629,1740,0,0,.33333334,0,36.8064,51.07906,10.18829,.02237227,0,4,0,1.8688748,.018999999,7.003974,.036899999,.059999999,.18000001,.17,.1151,.0099999998,.77360201,0,110.44,0,48.599998,.47,0,.079999998,2,0,.5205,0,.986,.66000003,5.493856,.4337,4221,.041696299,.80800003,5.6100001,104,0,0,15.351802,0,0,30.182455,.043078288,.37931034,0,0,0,.13,0
TZA,1,.06666667,6.6363635,6.253829,0,0,-3.4420192,1,0,5.6347895,28.200001,32.5,28.099998,0,0,0,.89024693,22,31,36,8,16,70,84,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,.92150003,1,47.919998,81.5,25.09024,.088188998,.066666998,0,0,3,33,0,1,5.3789935,0,0,0,.032258064,33.211838,.75025392,.20370243,1,477.39499,477.478,1892.58,,-6,-6,145,,1,134,1,279.35611,.49000001,.76099676,.76099676,.76305878,.76305878,.11317466,.9053973,1.9805566,1.9805566,100250.12,802000.94,1754377,1,0,22.456844,.97550833,.43660659,.84100199,86.054619,.30011001,885800,6,35,40126.742,.16274501,7.8240461,7.8240461,0,0,0,11.2,28.200001,32.5,28.1,13535487,59734213,,976.15662,,41.018227,,56593929840.2031,28.251915,,.030136997,,16.420826,7340,1,0,.16666667,0,88.129898,25.416531,12.16442,.033545282,0,0,0,1.8650099,.018999999,5.7651911,.0265,.079999998,.13,.27000001,.21950001,0,.82428598,.001,107.24,0,40.599998,.090000004,.98000002,0,2,0,.5535,0,0,.25,13.495831,.4589,10026,.0286256,.87199998,6,216,.050000001,0,14.978128,0,0,182.13747,0,.26206896,.83990002,.079999998,1,0,.072122999
UGA,1,.011111111,4.4545455,6.9660244,0,0,-3.4420192,1,0,5.6347895,49.599998,6.5999999,41.900002,1,0,0,.83579069,24,29,36,12,15,78,89,54,72,0,0,0,0,1,0,0,1,0,0,0,0,0,.94999999,1,39.639999,107,21.57432,0,.011111,0,7,7,33,0,1,5.3571429,0,0,0,.032258064,26.5,1.5,.1,1,969.328,969.33398,2252.8101,14.004668,-7,-7,280,,,120,1,290.65195,.37,.76529151,.76529151,.76926196,.76926196,.50735664,4.0588531,7.6103501,7.6103501,99999.992,799999.94,1500000,1,0,22.423065,1.1771532,.20191051,.97344398,98.106842,.35639,197100,1,33,50595.57,.19220071,8.1605186,8.1605186,0,0,0,1.9,49.599998,6.5999999,41.900002,9405606,45741000,,958.19269,14.004668,25.202379,,43828692209.545,15.772655,,.03213945,,16.056816,6220,1,0,0,0,30.4252,0,40.305531,.03483751,0,3,0,1.9322457,.003,6.3935909,.018999999,.0099999998,.12,.19,.17,0,.83448797,0,170.59,0,43.200001,0,.86000001,0,2,0,.20200001,0,0,.49000001,35.26622,.46689999,6562,.0263639,.99599999,5.7800002,155,.43000001,1,15.182641,0,0,1243.7062,-.0041672741,.1724138,1,.28,1,.16,.1427699
URY,0,.36666667,7,9.0312138,0,0,-1.0788096,1,0,4.2626801,59.5,0,38.599998,0,0,1,.06666667,20,26,43,-4,8,73,89,52,69,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,73.93,17.5,18.4,.31232899,.366667,60.000004,1,1,165,1,1,50,1,1,1,.875,68.463394,14.814496,5.4063535,0,120.051,176.019,262.823,3.3959959,8,8,71,,,89,0,166.87491,.95999998,.57213736,.72448617,.563519,.70822906,,,.10303224,.10303224,,,18032.703,0,1,17.749123,.09689074,.06068036,0,102.09293,.04298,175020,33,-56,13721.568,.035542492,8.1886892,8.8749323,0,0,1,1.9,59.5,0,38.599998,2809799,3473727,5670.6187,13430.719,3.3962264,16.997974,15933298688,46654650902.3328,17.283337,.017394478,.0042513139,8.6430531,14.848623,8560,0,0,.5,0,68.877098,35.737289,6.1708322,.0067215902,0,3,0,1.0654001,.014,8.2860174,.0241,.02,.15000001,.090000004,.054900002,.079999998,.51318401,0,125.23,1,67.300003,.49000001,0,0,0,0,.27649999,0,1,1,44.133682,.27849999,2538,.081166297,.796,4.2199998,92,0,0,16.125149,0,1,1947.782,-.034032583,.66896552,0,0,0,.11,0
USA,0,.42222223,10,10.21574,0,0,0,1,1,2.7080503,30,.80000001,25.600002,1,0,0,.20903142,27,32,37,15,21,62,70,59,68,0,0,0,0,0,0,83.600006,0,11,6,11,13,95700,0,1,76.699997,7.0999999,11.2,.111732,.42222199,87.5,7,7,195,10,7,73.370575,1,1,1,.95454544,17.785593,59.314404,21.299999,.0015154254,446.15399,761.91302,1280.49,18.013271,10,10,15,,,4,0,131.59421,.31999999,.63165569,.72034448,.65274227,.71180999,.02183654,.043673079,.087346159,.087346159,200064.63,400129.25,800258.5,1,0,6.528523,.62238717,.66647637,.0012686,61.318523,.58846998,9161920,38,-98.579498,1760921,.15385102,8.1605186,8.6886425,0,0,1,43.599998,30,.80000001,25.6,205052000,329484123,23207.221,53748.973,21.414736,,4758686924800,17709432714644.8,22.008797,.016939089,.0095304195,10.052218,19.138775,140,1,0,1,0,50.695,71.912552,14.83697,.01101123,0,5,.88999999,.8582378,.088,9.1997852,.0383,.029999999,.20999999,.16,.0317,.31999999,.53530997,0,84.589996,0,69.800003,.25999999,0,.02,0,0,.1155,.0070000002,.089000002,1,4.9490218,.31040001,180671,.092311397,.29800001,1,90,0,0,21.304218,0,0,24.492819,-.019166112,.075862072,0,.31999999,1,1,.0009406
VEN,0,.088888891,7.1363635,9.0710783,0,0,-.70319748,1,0,4.3579903,94.800003,0,4.1999969,0,0,1,.052499998,20,28,33,7,12,78,84,60,63,1,1,0,0,0,0,20,0,0,2,0,0,3040000,.0070400001,1,72.410004,20.9,24.799999,.24440899,.088889003,20,1,1,165,1,3,38.145073,1,1,1,.875,39.200001,11.1,2.5999999,1,127.57,322.41,172.771,32.887028,9,9,78.099998,,,180,.0022340999,263.76373,.34999999,.60856831,.6924786,.59323102,.67655474,.22674452,.34011677,.45348904,.45348904,200000,300000,400000,0,1,25.418005,.41731933,.39950749,.80223322,160.79886,.42280999,882050,8,-66,25932.27,.20177035,8.2427559,8.6183882,0,0,1,1,94.800003,0,4.1999998,11396396,28435943,14570.097,,36.549927,,166046597120,,26.467289,,.018455369,9.5867262,16.248808,3530,0,0,.83333331,0,117.5753,29.15127,4.2155681,.032618631,0,3,0,1.6924915,.018999999,8.7543182,.017999999,.039999999,.079999998,.079999998,.043000001,.039999999,.86794198,0,98.620003,1,59.799999,.56,.095040001,.11,0,1,.42300001,0,.96899998,1,9.9884272,.461,7502,.024393501,.98500001,1.22,109,.31999999,1,17.677244,0,1,99.768669,.11192316,.3586207,.45500001,0,0,.31,.4942922
VNM,0,.17777778,6.409091,7.2793188,0,1,,1,0,4.9416423,3.9000001,1,94.900002,0,1,1,.11764706,25,33,43,6,22,74,83,67,76,0,0,0,0,0,0,0,0,0,0,0,0,7140,.70109999,1,67.389999,38.200001,25.55714,.57028198,.17777801,0,0,1,41,0,1,0,0,,0,0,44.779137,15.047659,.82460719,1,79.994598,109.805,217.74001,,,,140,,1,99,.7154578,236.22765,.38999999,.6887641,.68901408,.70281607,.70290178,1.2289164,2.4578328,6.1445818,6.1445818,382266.75,764533.5,1911333.6,0,0,24.379883,.38298598,.3816202,.51450628,150.34839,.24439999,311060,16,107.83334,59256.926,.1882012,8.6995144,8.711937,0,0,0,.2,3.9000001,1,94.900002,43404802,97338583,,2123.4561,,26.661789,,206694203923.451,27.119854,,.016283665,,17.586081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
