code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500.1,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,AIRDIST,AVELF,BRIT,BUDDHA,CIV72,CONFUC,DENS60,DENS65C,DENS65I,DPOP6090,EAST,ECORG,ENGFRAC,FERTLDC1,GDE1,GDPCH60L,GEEREC1,GGCFD3,GOVNOM1,GOVSH61,GVR61,H60,HERF00,HINDU00,IPRICE1,LAAM,LIFE060,LT100CR,MALFAL66,MINING,NEWSTATE,OIL,OPENDEC1,ORTH00,OTHFRAC,P60,PI6090,POP1560,POP60,POP6560,PRIEXP70,PRIGHTS,RERD,REVCOUP,SCOUT,SIZE60,SOCIALIST,SPAIN,SQPI6090,TOT1DEC1,TOTIND,TROPPOP,WARTIME,WARTORN,YRSOPEN,ZTROPICS
GNB,,,,,0.03125,,,,1.0,42.2559,95.8202,55.1712,29.572958,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,164.66,5.103883000000001,1.0,,0.0,0.0,1.0,179.0,,,1.0,256.6096,0.62,0.7294767,0.729354,0.7087665,0.7089991,1.1814605,2.7567413,4.3320217,4.3320217,33222.668,77519.56,121816.45,0.0,1.0,27.089224,0.05635781,0.04332753,1.0,152.79639,0.05828,28120.0,12.0,-15.0,3000.404,0.02745672,8.006368,8.052773,1.0,0.0,0.0,0.0,0.0,0.6,10.2,38.3,50.9,704937.0,1967998.0,492.749551579302,590.193738243452,29.5728971011409,16.7471662540954,347357390.641658,1161500096.47564,20.024803382591152,0.0036155166069369,0.020745530418218,6.200001035995484,13.465863716099284,4780,0.85,0.0,0.0,0.166666672,0,51.8819,22.02495,11.19035,0.01900877,0.0,1,0,1.77596879,.,6.22059017,.,.,0.166,0.17,.,0,0.6802,0,77.33,0.0,34.8,1,1,0,2.0,0.0,0.3695,0.0,0,0.25,27.9,.,542,0.0332103,0.988,6.11,190,0.31,0,12.51585617,0,0.0,778.41,.,0.206896552,0.2316,0,0,0.18,0.5064126
GNQ,,0.0,0.0,0.0,0.032258064,,,,1.0,85.1343,93.6838,586.639,19.878532,-7.0,-7.0,,,,,,,,,,,,,,,,,,,1.0,239.83649,0.06,0.7489575,0.7493772,,,0.19119325,0.764773,1.529546,1.529546,5362.9707,21451.883,42903.766,0.0,1.0,24.793095,0.38097206,0.12988429,1.0,199.91388,0.57469,28050.0,2.0,10.0,1298.7151,0.25756177,,,1.0,0.0,0.0,0.0,0.0,4.9,71.3,0.5,23.3,303986.0,1402985.0,,8465.976404100771,,5.31044743696408,,11877637905.3073,25.85774045698243,,0.0310601191403498,,12.624736926696324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,7.1428576,0.0,0.0,0.0,1.0,54.516403,26.453138,3.491911,0.0,41.1515,41.4147,518.77,32.428005,-7.0,-7.0,0.0,0.0,4010.0,0.0,0.0,0.0,0.0,,,,,,,,,78.0,,,0.0,141.51099,0.79,0.7420514,0.7420514,0.7251859,0.7251859,15.515903,7.7579517,7.7579517,7.7579517,2000000.0,1000000.0,1000000.0,0.0,1.0,14.758135,0.3766997,0.393336,0.0,58.98445,0.06405,128900.0,39.0,22.0,27404.14,0.44712543,9.047821,9.047821,0.0,1.0,0.0,0.0,0.0,0.1,0.4,1.5,98.0,8792806.0,10715549.0,13279.2942171802,21577.2079907861,36.4578468712488,13.449867502672602,116762257868.588,231211629508.46,25.93021438489606,0.0097559131652056,0.0039630718236616,9.49396127532144,15.989444445113085,2130,0.07777778,0.0,0.0,0.166666672,0,15.4798,69.06823,30.08471,0.00687303,0.0,4,0,0.871293366,0.041000001,7.646353722,0.0137,0.07,0.13,0.12,0.064299999,0.04,0.740986,0,65.51,0.0,68.8,0.93,0,0.02,0.0,0.0,0.3155,0.833,0,1,10.92719492,0.264600009,8327,0.0825027,0.654,1.94,116,0.2,0,16.67361225,0,0.0,119.4035887,-0.020582363,0.448275862,0,0.08,1,0.8,0
GRD,,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.11792,,0.60715914,,,,0.44332135,0.88664275,1.329964,1.329964,150.72926,301.45853,452.18777,1.0,0.0,25.891666,0.2,,,132.84166,,340.0,12.116667,-61.666668,9.996,0.6,7.6009026,,0.0,0.0,0.0,0.0,1.0,13.2,64.4,0.2,22.2,94476.0,112519.0,,8152.70950996027,,,,917334721.3512188,,,0.0035016417187152,,11.456101112972467,.,0,1.0,0.0,0.666666687,0,.,.,.,.,0.0,3,1,.,.,.,0.053599998,.,.,.,.,.,0.506728,0.001,.,1.0,.,.,.,0,2.0,0.0,.,0.0,0,.,.,.,.,.,0.962,3.17,.,0.27,.,.,.,0.0,.,.,0.172413793,.,.,.,.,.
GTM,36.00315,1.0,1.0,1.0,0.0,22.328499,4.0269165,0.9141384,1.0,104.895,105.096,1494.16,12.82563,1.0,1.0,0.0,1.0,2700.0,0.0,0.0,0.0,0.0,71.0,71.0,4.2626800000000005,,0.425458,1.0,0.0,1.0,93.0,46.0,64.04,0.0153678,253.56439,0.9,0.6218456,0.64961517,0.63227004,0.6532363,0.58738303,1.1747661,1.5663548,1.5663548,63689.94,127379.88,169839.84,0.0,1.0,23.989914,0.56918633,0.6456073,0.6750174,173.66359,0.06573,108430.0,15.5,-90.25,13954.94,0.31236568,8.160519,8.364016,0.0,0.0,0.0,0.0,1.0,4.9,94.0,0.0,1.1,5455197.0,16858333.0,1897.29751548586,3263.6692548658,12.8256302521008,12.9341276174487,10350131714.5859,55020023100.3896,15.15306244671294,0.0109074893502805,0.0228220542723187,7.548185792369341,15.51207929025442,3300,0.47666667,0.0,0.0,0.666666687,0,27.3537,72.5593,19.59408,0.02794586,0.0,3,0,1.87824297,0.009,7.414572881,0.0156,0.02,0.09,0.09,0.063400001,0.02,0.988072,0,74.07,1.0,45.9,0.42,0.0204,0,0.0,0.0,0.3795,0.0,0.588,0.45,7.808746885,0.46,3964,0.026488399,0.72,4,109,0.51,0,15.69958178,0,1.0,60.97652791,-0.02144099,0.434482759,0.3144,0.08,1,0.42,0.1227499
GUY,0.0,0.0,0.0,0.0,0.071428575,77.6,9.2,1.0,1.0,229.74,233.476,494.277,22.759521,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.18,32.18,3.471345,1.0,,5.0,0.0,1.0,114.0,,,0.5083628,254.46576,0.46,0.60184723,0.7251178,0.57957023,0.71765924,,,0.22891153,0.22891153,,,45061.234,1.0,0.0,25.649641,0.2844484,0.188179,1.0,191.27516,0.23073,196850.0,5.0,-59.0,4803.14,0.10810692,8.242756,8.678978,0.0,0.0,0.0,0.0,1.0,18.0,18.0,9.0,55.0,704930.0,786559.0,2948.847624056289,8741.16082530405,22.7595220313667,,2078731155.626,6875438717.59033,27.125897864654863,0.0219704431897791,0.0021937874075359,7.989169737102659,13.465853786084608,.,0.23777778,1.0,0.0,0.833333313,0,377.8559,.,.,0.01227279,0.0,1,0.82,1.592495203,0.033,7.375255778,0.028999999,0.12,0.16,0.23,0.170000001,0,0.339918,0.25,52.43,1.0,60.2,.,.,0.09,2.0,0.0,1.165,0.0,0,1,9.422017882,0.485100001,569,0.0333919,0.969,4.28,117,0,0,13.71913621,1,0.0,88.77442097,0.040546507,0.275862069,.,0,0,0.16,.
HKG,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,14.9,2.701361,1.0,1.0,,,,2.0,,,0.0,211.68283,,0.69421697,0.6983028,,,,,,,,,,1.0,0.0,22.43981,0.0746182,,,165.05336,,1042.0,,114.166664,,0.09203635,8.517193,9.091106,0.0,0.0,1.0,0.0,0.0,7.5,7.9,0.5,84.1,3959000.0,7481800.0,5796.190626858921,35587.5634863488,20.405955163161103,18.9511689633317,22947118691.7345,266259032492.164,25.636467877011317,0.036962645047555,0.0128110054734569,8.664956192281876,15.191502026088267,2940,0.23682118,1.0,0.300000012,0.833333313,0.300000012,0.322,3729.293,0,0.02176398,1.0,5,0,1.243866444,0.004,7.717351272,0.016799999,0.02,0.08,0.04,0.0162,0.04,0.80589,0.001,70.6,0.0,66,1,0.046,0,0.0,0.0,1.693,0.0,0.98000002,0.87,6.209206581,0.408899993,3075,0.0279675,0.041,3.61,116,0,1,15.74841145,0,0.0,38.55424637,0.0174,0,0,0,0,1,0
HND,37.878784,0.0,0.0,0.0,0.071428575,37.718422,4.677284,0.7779967,1.0,79.8539,79.3624,1344.31,20.8852,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.1,78.1,4.35799,1.0,0.668602,1.0,6.0,5.0,125.0,35.0,69.4,0.1,249.24216,0.73,0.620129,0.6711883,0.6276699,0.66693634,0.58738303,1.1747661,1.5663548,1.5663548,65722.29,131444.58,175259.44,0.0,1.0,24.717607,0.45841724,0.40277442,0.6397911,173.34843,0.17914,111890.0,15.0,-86.5,10685.495,0.25932127,8.006368,8.50194,0.0,0.0,0.0,0.0,1.0,2.6,95.8,0.1,1.5,2716652.0,9904608.0,1309.8032575829,2010.54489641962,20.8852005532503,18.721138756595103,3558279639.3191104,19913659065.4369,22.152047721952417,0.0086074092869465,0.0262095824399344,7.177632219865072,14.814910797761357,3220,0.09735931,0.0,0.0,0.666666687,0,57.8243,21.19768,17.77783,0.033245,0.0,3,0,1.994564295,0.017000001,6.946013991,0.0211,0.03,0.14,0.15,0.1109,0.01,0.9418,0,72.95,1.0,46.8,0.67,0.00324,0.01,0.0,0.0,0.615,0.0,0.84299999,0.67,5.795408754,0.455900013,1935,0.022739001,0.919,4.06,156,0.32,1,14.5138766,0,1.0,33.58676263,-0.0287682,0.137931034,0.3687,0.08,1,0.36,0.1319818
HRV,0.0,0.0,0.0,0.0,0.037037037,55.383244,20.305649,3.7732394,0.0,33.8831,146.434,77.042,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,84.0,,,0.0,104.0641,0.83,0.73746145,0.7380211,0.7243785,0.72498846,5.8895125,6.871098,8.83427,8.83427,329341.53,384231.8,494012.34,0.0,0.0,11.084818,0.33577898,0.2072136,0.0,87.154205,0.04748,55920.0,45.166668,15.5,14578.344,0.2155202,8.853665,8.861519,0.0,1.0,0.0,0.0,0.0,0.4,76.5,1.2,21.9,4412252.0,4047200.0,,15204.3467086723,,25.6971253774649,,61535031999.3384,23.18483372470922,,-0.0017257079051673,,15.299895774678182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,,0.0,0.0,0.0,0.071428575,12.400001,3.8,0.3,1.0,24.8002,24.7766,924.246,,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,4.867535,1.0,1.0,0.0,0.0,1.0,174.0,67.7,53.75,1.0,252.9302,0.91,0.61660665,0.74464405,,,0.44332135,0.88664275,1.329964,1.329964,12217.937,24435.875,36653.81,0.0,1.0,24.58881,0.33877847,0.3232512,1.0,121.115746,0.05994,27560.0,19.0,-72.416664,7799.48,0.4382177,6.9077554,7.9694366,0.0,0.0,0.0,0.0,1.0,12.8,82.6,0.0,4.6,4676237.0,11402533.0,1354.01620383269,1188.29576359864,,12.066191419504,6331700670.96197,13549581658.1937,16.606728374287943,-0.0026076938955625,0.0179866824200156,7.210830420780737,15.358004284635282,2500,0.06440476,0.0,0.0,0.166666672,0,7.2393,150.3266,0,0.01761677,0.0,3,0,1.780192852,0.025,6.828712072,0.0153,0,0.09,0.16,0.1177,0,0.908608,0,100.91,1.0,42.4,1,1,0,0.0,0.0,0.291,0.0,0.075,0.46,6.447132118,0.409299999,3807,0.050433401,0.744,6.5,114,0.16,0,15.07330883,0,0.0,41.56551255,-0.0288,0.15862069,0,0.2,1,0,0.2065545
HUN,0.0,0.0,0.0,0.0,0.037037037,81.8,10.8,5.1,0.0,48.7502,507.231,48.7502,33.596054,-7.0,-7.0,1.0,0.0,14000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,54.0,,,0.0,90.24896,0.83,0.7382993,0.7383594,0.7272024,0.7276095,3.2569754,5.4282923,13.57073,13.57073,291890.12,486483.56,1216208.9,0.0,0.0,9.905735,0.2051351,0.09163822,0.0,53.631775,0.08019,89620.0,47.0,20.0,44774.152,0.08045201,8.909235,8.909494,0.0,1.0,0.0,0.0,0.0,21.6,53.9,0.0,24.5,10337910.0,9749763.0,,16745.0857201244,,27.6179682392135,,163260617185.897,23.872934843557083,,-0.0011708089471182,,16.151328278954434,1160,0.06507937,0.0,0.0,0.166666672,0,.,0,109.8982,.,0.0,1,0,0.685618937,.,.,.,0.25,.,.,.,.,0.510114,0,.,0.0,68.4,0.9,0,0.04,0.0,0.0,0.711,0.01,0.005,1,4.695788158,.,.,.,0.324,5.67,.,0,.,.,1,0.0,22.05042642,.,0.35862069,0,.,0,0.11,0
IDN,57.14286,0.0,0.0,0.0,0.0,39.1,5.1,0.5,1.0,76.1845,76.1189,2140.52,15.831714,-7.0,-7.0,0.0,1.0,29700.0,0.0,0.0,0.0,0.0,170.0,170.0,5.135798,1.0,0.7457600000000001,0.0,0.0,1.0,128.0,48.4,65.13,0.4516813,273.71814,0.33,0.6818029,0.6821421,,,1.1040148,2.0700276,4.278057,4.278057,2000000.0,3750000.0,7750000.0,0.0,1.0,25.852055,0.25174856,0.4537677,0.8772685,211.53783,0.44621,1811570.0,5.0,120.0,205069.72,0.26380318,8.294049,8.318742,0.0,0.0,1.0,0.0,0.0,4.8,2.7,43.4,49.1,114793179.0,273523621.0,772.129678090006,4312.35308223753,13.622754491018,32.3674628282469,88635220348.1984,1179530430084.12,23.682429300133258,0.0350003134867871,0.0175167685644013,6.649152512718779,18.55864262370821,5800,0.69056787,0.0,0.01,0.333333343,0,18.8325,76.17235,8.972233,0.02188637,1.0,3,0,1.69322741,0.041999999,6.458338283,0.0174,0.05,0.1,0.13,0.0656,0.01,0.380444,0.02,40.19,0.0,41.5,0.75,0.41678,0.12,2.0,1.0,0.298,0.0,0.009,0.71,36.55125238,0.4,96194,0.033359699,0.986,5,98,0.28,1,17.93246055,0,0.0,1335.994051,0.073570684,0.068965517,0.044,0.04,1,0.56,0.4465247
IND,5.357143,1.0,1.0,1.0,1.0,22.7,3.9,1.1,0.5121367,342.615,463.794,847.383,15.317875,9.0,9.0,0.0,0.0,6750.0,0.0,5.0,0.0,7.0,48.63,48.63,3.884241,,0.156776,9.0,0.0,1.0,132.0,72.3,62.59,0.3326023,232.94775,0.5,0.72227544,0.72220767,0.7184957,0.7184845,8.775915,19.874866,25.811514,25.811514,26092464.0,59091756.0,76742536.0,1.0,0.0,23.031626,0.71149933,0.9203852,0.3409535,97.089554,0.28276,2973190.0,20.0,77.0,1605522.6,0.16869503,9.047821,9.044935,0.0,0.0,1.0,0.0,0.0,1.1,1.3,11.6,86.0,555189797.0,1380004385.0,396.011691931781,1961.29871122172,16.6531413945703,28.420297974992295,219861650853.232,2706600821780.82,25.543957678154065,0.0325158203342432,0.0183774632766715,5.981443735898879,20.134820589826624,5860,0.74219749,1.0,0.01,0.666666687,0,6.7214,238.6484,153.134,0.02211792,0.0,3,0,1.761128426,0.028000001,6.64118217,0.021,0.05,0.09,0.33,0.280999999,0.03,0.684086,0.815,57.24,0.0,42.5,0.25,0.13186,0.02,2.0,0.0,0.095,0.001,0,0.61,7.293533844,0.397399992,442344,0.034321699,0.48,2,94,0.12,0,19.64102531,0,0.0,53.19563594,-0.019845098,0.248275862,0.3929,0.04,1,0.02,0.4592453
IRL,33.333332,1.0,1.0,1.0,0.95454544,64.21059,27.4,4.6,0.0,43.6382,43.6604,524.333,23.18467,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,15.0,,,0.0,60.542343,0.33,0.72404605,0.72418344,,,1.4515895,4.3547683,11.612716,11.612716,100000.0,300000.0,800000.0,1.0,0.0,9.154353,0.10769875,0.04795206,0.0,101.313576,0.42893,68890.0,53.0,-8.0,10767.507,0.10515146,8.517193,8.521508,0.0,1.0,0.0,0.0,0.0,1.1,95.3,0.0,3.6,2957250.0,4994724.0,12730.4260683019,81297.0669473559,24.009773518819294,31.268856440253305,37647052490.4859,406056411411.565,24.36366885515071,0.0377784276787551,0.0105375807855201,9.451750160614443,14.899770340407985,800,0.09035714,1.0,0.0,0.833333313,0,24.3084,42.4618,34.21706,0.00897543,0.0,5,0.74,1.348073125,0.014,8.105005538,0.0286,0.04,0.15,0.14,0.0964,0.08,0.813426,0,67.58,0.0,69.7,0.91,0,0.01,1.0,0.0,0.823,0.0,0,1,8.290560544,0.311100006,2834,0.111855999,0.593,1,119,0,1,16.05444996,0,0.0,68.73339413,0.002460577,0.406896552,0,0,0,0.64,0
IRN,69.79187,0.0,0.0,0.0,0.0,9.597569,5.3104534,1.1101555,0.0,493.337,494.476,2130.76,29.929043,-10.0,-10.0,0.0,0.0,1470.0,0.0,0.0,0.0,1.0,,,,0.0,,,,,145.0,,,0.1246762,199.06137,0.1,0.7407446,0.7405289,0.7409237,0.74068767,2.4446888,2.7502751,2.4446888,2.4446888,3981298.0,4478960.5,3981298.0,0.0,1.0,17.63041,1.1002725,0.6242302,0.0,20.803795,0.68562,1628550.0,32.0,53.0,142498.12,0.28703925,9.159047,9.1582575,0.0,0.0,1.0,0.0,0.0,0.0,0.1,97.9,2.0,28513872.0,83992953.0,6965.4439026287,5943.59733025937,40.636403605182096,41.02828333735221,198611775862.735,499220291211.401,34.918003602260384,-0.0031679071058788,0.0218419621216598,8.848716617510906,17.16590126366303,4100,.,0.0,0.0,0.166666672,0,80.5872,9.541427,15.6984,0.03106911,0.0,3,0,1.898369193,0.039999999,7.988203597,0.023,.,0.089,0.044,0.01,0.01,0.96247,0,41.46,0.0,46,0.1,0.26656,0.05,2.0,1.0,0.4515,0.006,0.025,0.42,10.13793355,0.470699996,20301,0.021033401,0.96,5.44,102,0.24,1,17.90662902,0,0.0,102.7776968,0.132687092,0.075862069,0,0.24,1,0,0.0033799
IRQ,,0.0,0.0,0.0,0.0,3.1709461,2.5428147,1.4456792,0.0,500.556,500.902,1328.71,,-7.0,-7.0,0.0,0.0,5020000.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,165.0,,,0.0281283,183.00577,0.08,0.745911,0.74557275,0.7475166,0.7471702,2.2863936,4.5727873,2.2863936,2.2863936,1000000.0,2000000.0,1000000.0,0.0,1.0,20.999048,0.44470432,0.2915833,0.0,19.284813,0.7925,437370.0,33.0,44.0,54583.773,0.0963715,9.2103405,9.187383,0.0,0.0,1.0,0.0,0.0,0.0,1.8,95.8,2.4,9917978.0,40222503.0,1465.97122403729,4927.0483076952205,,,14539470348.6349,198178215337.416,24.997387734260723,0.0245407283519536,0.028397279366729,7.290273253357147,16.109859627839604,3760,.,1.0,0.0,0,0,63.8776,.,.,0.03404963,0.0,0,0,1.967112303,0.074000001,8.139440522,0.0405,.,0.152,0.193,0.078499999,0.02,0.804706,0,88.96,0.0,46,0.01,0.013,0.41,1.0,1.0,0.616,0.025,0.63999999,0.65,7.858537867,0.461199999,6847,0.0243902,0.784,6.89,133,0.8,1,16.9710064,1,0.0,61.75661741,0.140691355,0.44137931,0,0.32,1,0,0
ISL,33.333332,1.0,1.0,1.0,0.95454544,78.120514,16.017052,5.0017796,0.0,46.461,46.3174,1726.5,24.980675,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,14.0,,,0.0,31.802156,0.003,0.71523684,,,,,0.49875313,0.59850377,0.59850377,,50000.0,60000.004,0.0,0.0,1.4696863,0.3708187,0.3144166,0.0,86.89858,0.47876,100250.0,65.0,-18.0,70.175,0.28686997,,,0.0,1.0,0.0,0.0,0.0,96.6,0.7,0.0,2.7,204438.0,366425.0,,47630.334413774406,27.8077669902913,21.667655699253803,,17452945287.5673,24.50056483797771,,0.0117389491641286,,12.228020030012996,2042,0.1,0.0,0.0,1,0,569.6023,.,.,0.01232547,0.0,5,0,1.131079435,0,8.509967146,0.0209,0.05,0.11,0.13,0.1116,0.07,0.996006,0,95.03,0.0,73,.,0,0.01,1.0,0.0,0.7855,0.0,0,1,22.8549211,0.346599996,176,0.079545498,0.964,1,64,0,0,13.68045114,0,0.0,522.3474184,0.00280831,0.124137931,0,0,0,0.82,0
ISR,47.127792,1.0,1.0,1.0,0.95454544,37.0,31.3,14.8,0.0,69.5361,67.5578,469.932,28.426315,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,38.0,,,0.0,196.42213,0.26,0.75263786,0.74371624,0.75703,0.7420577,7.2760344,4.5475216,13.818517,13.818517,157453.39,98408.37,299032.7,1.0,0.0,18.717873,0.49265847,0.2115455,0.0,24.987076,0.51849,21640.0,31.5,34.75,3369.348,0.2917073,9.2591305,9.078463,0.0,0.0,1.0,0.0,0.0,0.2,1.0,8.0,90.8,2974000.0,9216900.0,,33817.418235811805,,21.7746910208733,,311691762137.654,21.616771799580214,,0.0228804501815247,,14.905418406002235,3300,0.32705571,1.0,0.0,0.666666687,0,9.754,131.6355,21.76648,0.02606402,0.0,4,0,1.326278925,0.064000003,8.153925132,0.036800001,0.05,0.18,0.24,0.142199996,0.1,0.705736,0,94.21,0.0,71.7,0.92,0,0.01,2.0,0.0,0.638,0.046,0.338,0.98,35.029214,0.360399991,2114,0.0487228,0.295,2,110,0,0,15.8102623,0,0.0,1227.045833,-0.01566191,0.303448276,0,0.08,1,0.22,0
ITA,54.761906,1.0,1.0,1.0,0.95454544,72.6,17.5,2.6,0.0,51.6288,64.6441,363.988,25.97066,10.0,10.0,0.0,0.0,12900.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,73.0,,,0.0,118.53171,0.75,0.7359351,0.73598224,0.71886915,0.7191381,23.80062,17.000443,34.000885,34.000885,7000000.0,5000000.0,10000000.0,0.0,1.0,12.636684,0.5207248,0.579345,0.0,68.937065,0.19983,294110.0,42.833332,12.833333,84791.914,0.33232966,8.987197,8.980739,0.0,1.0,0.0,0.0,0.0,0.4,83.2,0.1,16.3,53821850.0,59554023.0,17671.3369752178,32901.8829242099,26.006097474353105,17.5003749406104,951104047979.626,1959439492411.7,21.56562536434325,0.0125093138462466,0.0020261364790936,9.77969922601777,17.801190076510988,1270,0.03886815,0.0,0.0,0.833333313,0,5.8578,169.9543,202.5813,0.0047319,0.0,3,0,0.902597368,0.032000002,8.425954711,0.030300001,0.02,0.15,0.13,0.071699998,0.07,0.992022,0,55.6,0.0,69.4,0.86,0,0,0.0,0.0,0.3275,0.0,0.006,1,8.751708952,0.249300003,50200,0.093107603,0.168,1.22,92,0.04,1,19.24972502,0,0.0,76.59240958,-0.022858866,0.703448276,0,0,0,0.8,0
JAM,29.031532,1.0,1.0,1.0,0.875,86.8,6.9,1.1,1.0,12.2525,12.2341,841.108,31.539383,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,4.867535,1.0,1.0,10.0,0.0,1.0,90.0,21.9,74.82,0.0,256.85617,,0.6183262,0.74279803,,,0.44332135,0.88664275,1.329964,1.329964,4801.1704,9602.341,14403.511,1.0,0.0,25.934616,0.24625112,,1.0,153.0866,,10830.0,18.25,-77.5,1740.381,0.34284833,6.9077554,8.071904,0.0,0.0,0.0,0.0,1.0,55.5,9.6,0.1,34.8,1875637.0,2961161.0,4590.04816286606,4357.960260734179,31.539384208045803,24.4052041737406,8609264166.05361,12904621963.6359,24.43739003980061,-0.0010371897310997,0.0091744917199199,8.431645795998682,14.44445889302368,2560,0.0125,1.0,0.0,0.833333313,0,6.6483,162.5115,0,0.01432883,0.0,5,0.94,1.664115548,0.004,7.480428306,0.020099999,0.09,0.1,0.07,0.0409,0.02,0.830924,0.003,85.12,1.0,63,1,0,0.09,2.0,0.0,0.757,0.0,0,0.92,11.50717375,0.417100012,1629,0.042971101,0.471,1.72,139,0,0,14.87614991,0,0.0,132.4150478,0.024116211,0.172413793,0,0.04,1,0.42,0
JOR,33.333332,0.0,0.0,0.0,0.0,12.748736,12.02524,2.113247,0.0,235.173,234.394,653.806,,-9.0,-9.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,,,,,,,,,106.0,,,0.0,202.91228,0.04,0.7519803,0.7517855,0.7560197,0.7559226,7.2760344,4.5475216,2.2665458,2.2665458,642037.25,401273.3,200000.0,0.0,1.0,18.668287,0.7370904,0.2259718,0.0,11.250722,0.65142,88240.0,31.0,36.0,2417.7761,0.15968385,9.2591305,9.249561,0.0,0.0,1.0,0.0,0.0,0.3,1.7,93.0,5.0,1721315.0,10203140.0,,3241.65747648319,,11.8848992125981,,33075085064.6047,27.23376702724917,,0.0362331218857192,,14.358599091565438,3390,0.02971938,1.0,0.0,0.166666672,0,52.4661,21.18003,11.40062,0.02837903,0.0,5,0,2.054240704,0.165999994,7.057897937,0.032900002,0.08,0.41,0.21,0.012100004,0.01,0.88917,0,96.95,0.0,47.2,0.15,0,0.04,2.0,0.0,0.5545,0.024,1,0.77,6.435387508,0.444099993,1695,0.040708002,0.838,5.72,116,0.2,0,14.49333596,0,0.0,41.41421238,0.024783626,0.117241379,0,0.08,1,0.67,0
JPN,28.427128,1.0,1.0,1.0,0.95454544,60.6,33.0,5.5,0.0,39.7921,39.7385,2037.14,38.844536,10.0,10.0,0.0,0.0,480.0,0.0,0.0,0.0,3.0,,,,,,,,,24.0,,,0.0,136.62225,0.75,0.68345654,0.68345654,,,0.82304525,12.345679,46.639233,46.639233,300000.0,4500000.0,17000000.0,0.0,0.0,12.142666,0.26505858,0.306783,0.0,143.85379,0.14037,364500.0,36.0,138.0,44724.152,0.28839687,8.411833,8.411833,0.0,0.0,1.0,0.0,0.0,0.9,0.6,0.0,98.5,103403000.0,125836021.0,18870.09737561,,41.094494400733,,1951224678930.2,,29.35144107299377,,0.0039346336972287,9.845333798688976,18.45414453315737,140,0.00988028,0.0,0.870000005,1,0,4.0014,272.176,113.0167,0.00946822,1.0,5,0,0.739076078,0.01,7.990915463,0.0317,0.07,0.1,0.12,0.0803,0.09,0.671693,0,75.02,0.0,67.7,0.94,0,0,0.0,0.0,0.205,0.001,0,1,5.4221037,0.302300006,94096,0.057356302,0.067,1.44,118,0,1,19.44298628,0,0.0,29.39920853,-0.019352168,0.275862069,0,0,0,0.73,0
KAZ,,0.0,0.0,0.0,0.037037037,48.725197,21.125303,6.824324,0.0,2291.68,2374.23,2469.88,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,49.0,,,0.0,94.189865,0.48,0.7250987,0.7282582,0.7269182,0.7310407,0.3819914,0.63665235,0.89131325,0.89131325,1031262.1,1718770.4,2406278.5,0.0,0.0,5.81825,0.4003275,0.4307749,0.0,21.956785,0.33687,2699700.0,48.0,68.0,215436.06,0.0889166,8.779557,8.70897,0.0,0.0,1.0,0.0,0.0,2.0,3.0,47.0,48.0,13036140.0,18754440.0,,11075.0081569579,,,,207705575979.177,25.33766604221796,,0.0073006210137467,,16.383236058372564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
